PERIOD_START_TIME,BSCname,BCFname,BTSname,lac_id,ci_id,HO_ATT_TO_ADJ(c015001_1),Handoverblockingtotargetcell,HOfailurestotargetcell,HOfailuresfromtargetcell,Handoverblockingfromtargetcell,HO_ATT_FROM_ADJ(c015003_1)
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,54,54187,1,0,0,87.5,0,8
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,42177,0,0,0,0,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40175,1,0,0,0,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40176,25,0,12,13.64,0,44
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,34157,2,0,0,50,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,42176,14,0,0,8.33,0,12
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40215,3,0,0,50,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,42175,71,0,5.63,3.12,0,32
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40177,7,0,14.29,0,0,5
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,66,47549,2,0,50,100,0,11
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,66,47336,0,0,0,100,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,66,47217,0,0,0,100,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,66,47216,5,0,0,87.23,0,47
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,196,54196,5,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,364,22780,0,0,0,100,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,54,54188,10,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40789,2,0,0,33.33,0,6
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42175,3,0,66.67,0,0,10
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40177,20,0,0,11.54,0,26
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40175,44,0,13.64,12,0,25
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42215,0,0,0,0,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42214,1,0,0,77.78,0,9
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40215,7,0,14.29,44.44,0,9
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42177,7,0,0,0,0,10
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42789,0,0,0,0,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40214,7,0,14.29,30,0,10
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,41068,0,0,0,50,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42176,162,0,1.23,6.73,0,104
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,66,36126,3,0,0,80,0,5
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,54,54187,10,0,60,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,54,54189,8,0,62.5,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,21012,4,0,0,0,0,8
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,42175,0,0,0,16.67,0,6
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,39067,3,0,66.67,0,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,41067,0,0,0,0,0,4
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,41069,0,0,0,0,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,40175,5,0,0,14.29,0,7
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,41068,2,0,50,10,0,10
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,40177,3,0,0,0,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,39068,38,0,5.26,5.56,0,36
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,23012,1,0,0,0,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,39069,4,0,0,0,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,42176,0,0,0,0,0,5
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,42177,133,0,3.01,2.63,0,76
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,40176,26,0,11.54,0,0,20
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,629,12766,2,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,629,13034,4,0,0,0,0,7
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,66,47217,11,0,45.45,94.87,0,78
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,66,47216,5,0,20,93.75,0,16
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,86,22084,28,0,32.14,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,40176,10,0,0,66.67,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,42177,3,0,0,0,0,4
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,42176,3,0,0,0,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,40175,32,0,3.12,5.63,0,71
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,40177,6,0,16.67,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,66,47336,0,0,0,100,0,7
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,66,47216,0,0,0,95.65,0,23
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,66,47549,0,0,0,100,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,66,47217,0,0,0,100,0,9
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,196,54198,0,0,0,100,0,8
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,196,54196,5,0,20,70.83,0,24
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,54,54187,3,0,0,68.42,0,19
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,54,54188,22,0,27.27,72.5,0,80
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,40790,0,0,0,0,0,2
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,40176,104,0,6.73,1.23,0,162
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,40214,4,0,0,33.33,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,42789,2,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,40177,5,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,42215,3,0,100,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,40215,1,0,0,94.44,0,36
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,42214,0,0,0,100,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,42175,2,0,0,0,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,40175,12,0,8.33,0,0,14
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,54,54187,29,0,37.93,35.71,0,28
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,54,54189,5,0,80,93.98,0,133
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,41069,1,0,0,100,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,41068,13,0,0,0,0,11
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,39068,33,0,3.03,0,0,19
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,40177,76,0,2.63,3.01,0,133
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,21012,2,0,0,0,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,40175,2,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,40176,10,0,0,0,0,7
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,41067,1,0,0,0,0,8
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,39067,4,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,602,42175,4,0,0,0,0,3
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,629,12766,2,0,0,0,0,0
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,66,47217,1,0,100,95.12,0,41
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,66,47216,0,0,0,100,0,1
04.26.2017 14:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42177_S6,86,22084,7,0,14.29,97.24,0,217
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,54,54187,3,0,100,100,0,64
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,34157,2,0,0,0,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40790,2,0,0,0,0,2
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40175,1,0,0,0,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40176,15,0,33.33,17.65,0,17
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40177,1,0,0,0,0,4
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,40215,0,0,0,0,0,3
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,42176,6,0,0,0,0,5
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,602,42175,81,0,6.17,0,0,44
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,66,47216,0,0,0,98.18,0,55
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,66,47217,0,0,0,100,0,5
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40175_S1,66,47336,1,0,0,33.33,0,3
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,196,54198,2,0,100,0,0,0
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,196,54196,4,0,100,0,0,0
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,364,22780,0,0,0,100,0,4
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,54,54188,45,0,55.56,0,0,0
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,54,54187,7,0,28.57,0,0,0
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42177,2,0,0,0,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40175,17,0,17.65,33.33,0,15
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42176,106,0,-0.94,2.38,0,84
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40790,0,0,0,0,0,2
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40177,9,0,0,9.09,0,11
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40215,1,0,0,72.73,0,11
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42214,0,0,0,61.54,0,13
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42175,32,0,6.25,23.08,0,39
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,42789,0,0,0,50,0,2
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40789,7,0,28.57,25,0,4
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,602,40214,8,0,12.5,76,0,25
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40176_S2,66,36126,4,0,50,100,0,13
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,54,54189,2,0,50,0,0,0
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,54,54187,26,0,76.92,0,0,0
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,39068,35,0,0,15.38,0,26
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,40175,4,0,0,0,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,23012,0,0,0,0,0,2
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,40177,3,0,0,0,0,3
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,39067,5,0,0,0,0,6
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,39069,3,0,0,50,0,2
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,41068,0,0,0,0,0,9
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,21012,1,0,100,0,0,3
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,41067,0,0,0,0,0,3
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,42175,1,0,0,0,0,5
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,40176,11,0,9.09,0,0,9
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,602,42177,100,0,2,3.61,0,83
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,629,13034,2,0,0,0,0,4
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,629,12766,3,0,0,50,0,2
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,66,47217,5,0,0,97.44,0,195
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,66,47216,2,0,100,100,0,4
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_40177_S3,86,22084,17,0,29.41,0,0,0
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,40175,44,0,0,6.17,0,81
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,42176,3,0,0,0,0,3
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,40176,39,0,23.08,6.25,0,32
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,34157,2,0,0,0,0,2
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,40177,5,0,0,0,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,602,40788,1,0,0,0,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,66,47216,0,0,0,98.25,0,57
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42175_S4,66,47217,1,0,100,100,0,43
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,196,54196,6,0,16.67,80.95,0,21
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,196,54198,0,0,0,100,0,7
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,54,54187,1,0,0,100,0,52
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,54,54189,0,0,0,100,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,54,54188,4,0,0,80.2,0,101
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,42214,0,0,0,100,0,1
04.26.2017 15:00:00,mcBSC-FesLGD-5,2G_DCFS_ODBOULAHOUANE,2G_DCFS_ODBOULAHOUANE_42176_S5,602,42789,0,0,0,0,0,1
